State,County,"Total law
enforcement
employees","Total
officers","Total
civilians"
TEXAS-Metropolitan Counties,Burleson,35,12,23
TEXAS-Metropolitan Counties,Caldwell,97,24,73
TEXAS-Metropolitan Counties,Calhoun,64,23,41
TEXAS-Metropolitan Counties,Callahan,13,5,8
TEXAS-Metropolitan Counties,Cameron,438,112,326
TEXAS-Metropolitan Counties,Carson,17,6,11
TEXAS-Metropolitan Counties,Chambers,84,39,45
TEXAS-Metropolitan Counties,Clay,19,10,9
TEXAS-Metropolitan Counties,Collin,472,146,326
TEXAS-Metropolitan Counties,Comal,247,124,123
TEXAS-Metropolitan Counties,Coryell,65,28,37
TEXAS-Metropolitan Counties,Crosby,14,5,9
TEXAS-Metropolitan Counties,Dallas,"2,245",422,"1,823"
TEXAS-Metropolitan Counties,Delta,20,8,12
TEXAS-Metropolitan Counties,Denton,592,243,349
TEXAS-Metropolitan Counties,Ector,217,95,122
TEXAS-Metropolitan Counties,Ellis,214,80,134
TEXAS-Metropolitan Counties,El Paso,"1,117",257,860
TEXAS-Metropolitan Counties,Fort Bend,733,493,240
TEXAS-Metropolitan Counties,Galveston,459,278,181
TEXAS-Metropolitan Counties,Goliad,28,13,15
TEXAS-Metropolitan Counties,Grayson,137,62,75
TEXAS-Metropolitan Counties,Gregg,246,101,145
TEXAS-Metropolitan Counties,Guadalupe,210,85,125
TEXAS-Metropolitan Counties,Hardin,61,30,31
TEXAS-Metropolitan Counties,Harris,"3,705","2,212","1,493"
TEXAS-Metropolitan Counties,Hays,301,116,185
TEXAS-Metropolitan Counties,Hidalgo,730,262,468
TEXAS-Metropolitan Counties,Hunt,134,128,6
TEXAS-Metropolitan Counties,Irion,8,4,4
TEXAS-Metropolitan Counties,Jefferson,408,102,306
TEXAS-Metropolitan Counties,Johnson,137,94,43
TEXAS-Metropolitan Counties,Jones,21,10,11
TEXAS-Metropolitan Counties,Kaufman,241,88,153
TEXAS-Metropolitan Counties,Kendall,74,48,26
TEXAS-Metropolitan Counties,Lampasas,33,18,15
TEXAS-Metropolitan Counties,Liberty,71,51,20
TEXAS-Metropolitan Counties,Lubbock,435,168,267
TEXAS-Metropolitan Counties,McLennan,350,121,229
TEXAS-Metropolitan Counties,Medina,70,27,43
TEXAS-Metropolitan Counties,Midland,165,75,90
TEXAS-Metropolitan Counties,Montgomery,716,401,315
TEXAS-Metropolitan Counties,Nueces,317,69,248
TEXAS-Metropolitan Counties,Orange,138,64,74
TEXAS-Metropolitan Counties,Parker,113,82,31
TEXAS-Metropolitan Counties,Potter,205,95,110
TEXAS-Metropolitan Counties,Randall,175,80,95
TEXAS-Metropolitan Counties,Robertson,32,12,20
TEXAS-Metropolitan Counties,Rockwall,118,40,78
TEXAS-Metropolitan Counties,Rusk,75,39,36
TEXAS-Metropolitan Counties,San Jacinto,62,34,28
TEXAS-Metropolitan Counties,San Patricio,104,48,56
TEXAS-Metropolitan Counties,Smith,340,167,173
TEXAS-Metropolitan Counties,Tarrant,"1,388",499,889
TEXAS-Metropolitan Counties,Taylor,215,81,134
TEXAS-Metropolitan Counties,Tom Green,166,54,112
TEXAS-Metropolitan Counties,Travis,"1,533","1,136",397
TEXAS-Metropolitan Counties,Upshur,75,45,30
TEXAS-Metropolitan Counties,Victoria,184,114,70
TEXAS-Metropolitan Counties,Waller,74,47,27
TEXAS-Metropolitan Counties,Webb,283,171,112
TEXAS-Metropolitan Counties,Wichita,202,69,133
TEXAS-Metropolitan Counties,Williamson,494,215,279
TEXAS-Metropolitan Counties,Wilson,69,26,43
TEXAS-Metropolitan Counties,Wise,140,52,88
TEXAS-Nonmetropolitan Counties,Anderson,80,35,45
TEXAS-Nonmetropolitan Counties,Andrews,34,12,22
TEXAS-Nonmetropolitan Counties,Angelina,116,45,71
TEXAS-Nonmetropolitan Counties,Bailey,23,6,17
TEXAS-Nonmetropolitan Counties,Baylor,7,3,4
TEXAS-Nonmetropolitan Counties,Bee,39,20,19
TEXAS-Nonmetropolitan Counties,Blanco,22,10,12
TEXAS-Nonmetropolitan Counties,Borden,4,3,1
TEXAS-Nonmetropolitan Counties,Bosque,37,17,20
TEXAS-Nonmetropolitan Counties,Brewster,28,16,12
TEXAS-Nonmetropolitan Counties,Briscoe,2,1,1
TEXAS-Nonmetropolitan Counties,Brooks,36,11,25
TEXAS-Nonmetropolitan Counties,Brown,65,25,40
TEXAS-Nonmetropolitan Counties,Burnet,59,44,15
TEXAS-Nonmetropolitan Counties,Camp,18,7,11
TEXAS-Nonmetropolitan Counties,Cass,44,19,25
TEXAS-Nonmetropolitan Counties,Castro,19,8,11
TEXAS-Nonmetropolitan Counties,Cherokee,74,29,45
TEXAS-Nonmetropolitan Counties,Childress,24,5,19
TEXAS-Nonmetropolitan Counties,Cochran,14,7,7
TEXAS-Nonmetropolitan Counties,Coke,6,5,1
TEXAS-Nonmetropolitan Counties,Coleman,6,5,1
TEXAS-Nonmetropolitan Counties,Collingsworth,14,4,10
TEXAS-Nonmetropolitan Counties,Colorado,47,20,27
TEXAS-Nonmetropolitan Counties,Comanche,29,10,19
TEXAS-Nonmetropolitan Counties,Concho,14,7,7
TEXAS-Nonmetropolitan Counties,Cottle,1,1,0
TEXAS-Nonmetropolitan Counties,Crane,11,6,5
TEXAS-Nonmetropolitan Counties,Culberson,13,8,5
TEXAS-Nonmetropolitan Counties,Dallam,6,5,1
TEXAS-Nonmetropolitan Counties,Dawson,19,7,12
TEXAS-Nonmetropolitan Counties,Deaf Smith,33,11,22
TEXAS-Nonmetropolitan Counties,Dewitt,42,12,30
TEXAS-Nonmetropolitan Counties,Dickens,6,2,4
TEXAS-Nonmetropolitan Counties,Dimmit,50,21,29
TEXAS-Nonmetropolitan Counties,Donley,10,6,4
TEXAS-Nonmetropolitan Counties,Duval,42,20,22
TEXAS-Nonmetropolitan Counties,Eastland,27,9,18
TEXAS-Nonmetropolitan Counties,Edwards,11,5,6
TEXAS-Nonmetropolitan Counties,Erath,57,23,34
TEXAS-Nonmetropolitan Counties,Falls,20,5,15
TEXAS-Nonmetropolitan Counties,Fannin,25,18,7
TEXAS-Nonmetropolitan Counties,Fayette,46,23,23
TEXAS-Nonmetropolitan Counties,Fisher,9,5,4
TEXAS-Nonmetropolitan Counties,Floyd,7,3,4
TEXAS-Nonmetropolitan Counties,Foard,3,2,1
TEXAS-Nonmetropolitan Counties,Franklin,20,10,10
TEXAS-Nonmetropolitan Counties,Freestone,40,16,24
TEXAS-Nonmetropolitan Counties,Frio,20,12,8
TEXAS-Nonmetropolitan Counties,Gaines,25,14,11
TEXAS-Nonmetropolitan Counties,Garza,31,11,20
TEXAS-Nonmetropolitan Counties,Gillespie,42,28,14
TEXAS-Nonmetropolitan Counties,Glasscock,4,4,0
TEXAS-Nonmetropolitan Counties,Gonzales,43,14,29
TEXAS-Nonmetropolitan Counties,Gray,43,14,29
TEXAS-Nonmetropolitan Counties,Grimes,45,26,19
TEXAS-Nonmetropolitan Counties,Hale,72,23,49
TEXAS-Nonmetropolitan Counties,Hall,11,4,7
TEXAS-Nonmetropolitan Counties,Hamilton,24,13,11
TEXAS-Nonmetropolitan Counties,Hansford,9,4,5
TEXAS-Nonmetropolitan Counties,Hardeman,12,7,5
TEXAS-Nonmetropolitan Counties,Harrison,102,48,54
TEXAS-Nonmetropolitan Counties,Hartley,5,5,0
TEXAS-Nonmetropolitan Counties,Haskell,9,3,6
TEXAS-Nonmetropolitan Counties,Hemphill,16,10,6
TEXAS-Nonmetropolitan Counties,Henderson,151,83,68
TEXAS-Nonmetropolitan Counties,Hill,73,33,40
TEXAS-Nonmetropolitan Counties,Hockley,26,12,14
TEXAS-Nonmetropolitan Counties,Hood,130,47,83
TEXAS-Nonmetropolitan Counties,Hopkins,59,26,33
TEXAS-Nonmetropolitan Counties,Houston,46,20,26
TEXAS-Nonmetropolitan Counties,Howard,51,16,35
TEXAS-Nonmetropolitan Counties,Hudspeth,28,10,18
TEXAS-Nonmetropolitan Counties,Hutchinson,35,12,23
TEXAS-Nonmetropolitan Counties,Jack,30,9,21
TEXAS-Nonmetropolitan Counties,Jackson,33,14,19
TEXAS-Nonmetropolitan Counties,Jasper,48,19,29
TEXAS-Nonmetropolitan Counties,Jeff Davis,7,5,2
TEXAS-Nonmetropolitan Counties,Jim Hogg,41,23,18
TEXAS-Nonmetropolitan Counties,Jim Wells,67,27,40
TEXAS-Nonmetropolitan Counties,Karnes,20,11,9
TEXAS-Nonmetropolitan Counties,Kenedy,18,11,7
TEXAS-Nonmetropolitan Counties,Kent,6,3,3
TEXAS-Nonmetropolitan Counties,Kerr,94,45,49
TEXAS-Nonmetropolitan Counties,Kimble,14,11,3
TEXAS-Nonmetropolitan Counties,King,2,2,0
TEXAS-Nonmetropolitan Counties,Kinney,16,7,9
TEXAS-Nonmetropolitan Counties,Kleberg,88,22,66
TEXAS-Nonmetropolitan Counties,Knox,9,3,6
TEXAS-Nonmetropolitan Counties,Lamar,76,26,50
TEXAS-Nonmetropolitan Counties,Lamb,29,11,18
TEXAS-Nonmetropolitan Counties,La Salle,18,10,8
TEXAS-Nonmetropolitan Counties,Lavaca,30,12,18
TEXAS-Nonmetropolitan Counties,Lee,40,12,28
TEXAS-Nonmetropolitan Counties,Leon,38,24,14
TEXAS-Nonmetropolitan Counties,Limestone,87,22,65
TEXAS-Nonmetropolitan Counties,Lipscomb,10,6,4
TEXAS-Nonmetropolitan Counties,Live Oak,34,9,25
TEXAS-Nonmetropolitan Counties,Llano,54,29,25
TEXAS-Nonmetropolitan Counties,Loving,3,2,1
TEXAS-Nonmetropolitan Counties,Lynn,22,7,15
TEXAS-Nonmetropolitan Counties,Madison,24,10,14
TEXAS-Nonmetropolitan Counties,Marion,15,14,1
TEXAS-Nonmetropolitan Counties,Martin,8,4,4
TEXAS-Nonmetropolitan Counties,Mason,9,5,4
TEXAS-Nonmetropolitan Counties,Matagorda,74,34,40
TEXAS-Nonmetropolitan Counties,Maverick,93,46,47
TEXAS-Nonmetropolitan Counties,McCulloch,12,6,6
TEXAS-Nonmetropolitan Counties,McMullen,6,5,1
TEXAS-Nonmetropolitan Counties,Menard,10,5,5
TEXAS-Nonmetropolitan Counties,Milam,58,18,40
TEXAS-Nonmetropolitan Counties,Mills,10,6,4
TEXAS-Nonmetropolitan Counties,Mitchell,11,5,6
TEXAS-Nonmetropolitan Counties,Montague,29,10,19
TEXAS-Nonmetropolitan Counties,Moore,45,17,28
TEXAS-Nonmetropolitan Counties,Morris,22,9,13
TEXAS-Nonmetropolitan Counties,Motley,2,2,0
TEXAS-Nonmetropolitan Counties,Nacogdoches,100,51,49
TEXAS-Nonmetropolitan Counties,Navarro,128,65,63
TEXAS-Nonmetropolitan Counties,Newton,23,12,11
TEXAS-Nonmetropolitan Counties,Nolan,29,10,19
TEXAS-Nonmetropolitan Counties,Ochiltree,19,8,11
TEXAS-Nonmetropolitan Counties,Oldham,11,6,5
TEXAS-Nonmetropolitan Counties,Palo Pinto,53,25,28
TEXAS-Nonmetropolitan Counties,Panola,55,32,23
TEXAS-Nonmetropolitan Counties,Parmer,19,6,13
TEXAS-Nonmetropolitan Counties,Pecos,37,22,15
TEXAS-Nonmetropolitan Counties,Polk,91,47,44
TEXAS-Nonmetropolitan Counties,Presidio,7,7,0
TEXAS-Nonmetropolitan Counties,Rains,24,10,14
TEXAS-Nonmetropolitan Counties,Reagan,19,8,11
TEXAS-Nonmetropolitan Counties,Real,8,4,4
TEXAS-Nonmetropolitan Counties,Red River,27,12,15
TEXAS-Nonmetropolitan Counties,Reeves,66,17,49
TEXAS-Nonmetropolitan Counties,Refugio,41,15,26
TEXAS-Nonmetropolitan Counties,Roberts,6,5,1
TEXAS-Nonmetropolitan Counties,Runnels,25,8,17
TEXAS-Nonmetropolitan Counties,Sabine,18,8,10
TEXAS-Nonmetropolitan Counties,San Augustine,18,8,10
TEXAS-Nonmetropolitan Counties,San Saba,5,5,0
TEXAS-Nonmetropolitan Counties,Schleicher,12,6,6
TEXAS-Nonmetropolitan Counties,Scurry,41,10,31
TEXAS-Nonmetropolitan Counties,Shackelford,15,5,10
TEXAS-Nonmetropolitan Counties,Shelby,30,17,13
TEXAS-Nonmetropolitan Counties,Sherman,10,5,5
TEXAS-Nonmetropolitan Counties,Somervell,41,19,22
TEXAS-Nonmetropolitan Counties,Starr,114,58,56
TEXAS-Nonmetropolitan Counties,Stephens,27,7,20
TEXAS-Nonmetropolitan Counties,Sterling,4,4,0
TEXAS-Nonmetropolitan Counties,Stonewall,7,3,4
TEXAS-Nonmetropolitan Counties,Sutton,13,4,9
TEXAS-Nonmetropolitan Counties,Swisher,10,4,6
TEXAS-Nonmetropolitan Counties,Terrell,12,6,6
TEXAS-Nonmetropolitan Counties,Terry,32,10,22
TEXAS-Nonmetropolitan Counties,Throckmorton,6,2,4
TEXAS-Nonmetropolitan Counties,Titus,60,25,35
TEXAS-Nonmetropolitan Counties,Trinity,19,11,8
TEXAS-Nonmetropolitan Counties,Tyler,31,16,15
TEXAS-Nonmetropolitan Counties,Upton,23,10,13
TEXAS-Nonmetropolitan Counties,Uvalde,39,21,18
TEXAS-Nonmetropolitan Counties,Val Verde,61,42,19
TEXAS-Nonmetropolitan Counties,Van Zandt,78,42,36
TEXAS-Nonmetropolitan Counties,Walker,72,35,37
TEXAS-Nonmetropolitan Counties,Ward,32,14,18
TEXAS-Nonmetropolitan Counties,Washington,54,35,19
TEXAS-Nonmetropolitan Counties,Wharton,73,44,29
TEXAS-Nonmetropolitan Counties,Wheeler,14,9,5
TEXAS-Nonmetropolitan Counties,Wilbarger,18,7,11
TEXAS-Nonmetropolitan Counties,Willacy,44,14,30
TEXAS-Nonmetropolitan Counties,Winkler,28,9,19
TEXAS-Nonmetropolitan Counties,Wood,58,27,31
TEXAS-Nonmetropolitan Counties,Yoakum,22,11,11
TEXAS-Nonmetropolitan Counties,Young,33,9,24
TEXAS-Nonmetropolitan Counties,Zapata,105,49,56
TEXAS-Nonmetropolitan Counties,Zavala,31,14,17
UTAH-Metropolitan Counties,Cache,147,112,35
UTAH-Metropolitan Counties,Davis,331,139,192
UTAH-Metropolitan Counties,Juab,23,8,15
UTAH-Metropolitan Counties,Morgan,11,9,2
UTAH-Metropolitan Counties,Salt Lake County Unified Police Department,501,356,145
UTAH-Metropolitan Counties,Summit,96,54,42
UTAH-Metropolitan Counties,Tooele,114,36,78
UTAH-Metropolitan Counties,Utah,358,143,215
UTAH-Metropolitan Counties,Washington,155,44,111
UTAH-Metropolitan Counties,Weber,90,88,2
UTAH-Nonmetropolitan Counties,Beaver,77,23,54
UTAH-Nonmetropolitan Counties,Box Elder,83,28,55
UTAH-Nonmetropolitan Counties,Carbon,46,19,27
UTAH-Nonmetropolitan Counties,Daggett,23,8,15
UTAH-Nonmetropolitan Counties,Duchesne,55,19,36
UTAH-Nonmetropolitan Counties,Emery,40,32,8
UTAH-Nonmetropolitan Counties,Garfield,29,6,23
UTAH-Nonmetropolitan Counties,Grand,32,17,15
UTAH-Nonmetropolitan Counties,Iron,33,29,4
UTAH-Nonmetropolitan Counties,Kane,50,35,15
UTAH-Nonmetropolitan Counties,Millard,50,30,20
UTAH-Nonmetropolitan Counties,Piute,3,3,0
UTAH-Nonmetropolitan Counties,Rich,10,4,6
UTAH-Nonmetropolitan Counties,San Juan,34,27,7
UTAH-Nonmetropolitan Counties,Sanpete,52,36,16
UTAH-Nonmetropolitan Counties,Sevier,65,52,13
UTAH-Nonmetropolitan Counties,Uintah,68,21,47
UTAH-Nonmetropolitan Counties,Wasatch,47,39,8
UTAH-Nonmetropolitan Counties,Wayne,6,6,0
VERMONT-Metropolitan Counties,Chittenden,12,10,2
VERMONT-Metropolitan Counties,Franklin,14,12,2
VERMONT-Metropolitan Counties,Grand Isle,7,4,3
VERMONT-Nonmetropolitan Counties,Addison,9,5,4
VERMONT-Nonmetropolitan Counties,Bennington,9,6,3
VERMONT-Nonmetropolitan Counties,Caledonia,4,2,2
VERMONT-Nonmetropolitan Counties,Essex,3,2,1
VERMONT-Nonmetropolitan Counties,Lamoille,21,11,10
VERMONT-Nonmetropolitan Counties,Orange,14,7,7
VERMONT-Nonmetropolitan Counties,Orleans,9,6,3
VERMONT-Nonmetropolitan Counties,Rutland,24,19,5
VERMONT-Nonmetropolitan Counties,Washington,13,11,2
VERMONT-Nonmetropolitan Counties,Windham,12,10,2
VERMONT-Nonmetropolitan Counties,Windsor,12,9,3
VIRGINIA-Metropolitan Counties,Albemarle County Police Department,138,112,26
VIRGINIA-Metropolitan Counties,Amelia,24,16,8
VIRGINIA-Metropolitan Counties,Amherst,69,63,6
VIRGINIA-Metropolitan Counties,Appomattox,33,30,3
VIRGINIA-Metropolitan Counties,Arlington County Police Department,440,363,77
VIRGINIA-Metropolitan Counties,Bedford,81,73,8
VIRGINIA-Metropolitan Counties,Botetourt,114,92,22
VIRGINIA-Metropolitan Counties,Campbell,65,57,8
VIRGINIA-Metropolitan Counties,Caroline,69,48,21
VIRGINIA-Metropolitan Counties,Charles City,16,9,7
VIRGINIA-Metropolitan Counties,Chesterfield County Police Department,574,473,101
VIRGINIA-Metropolitan Counties,Clarke,29,17,12
VIRGINIA-Metropolitan Counties,Craig,14,9,5
VIRGINIA-Metropolitan Counties,Cumberland,20,13,7
VIRGINIA-Metropolitan Counties,Dinwiddie,42,39,3
VIRGINIA-Metropolitan Counties,Fairfax County Police Department,"1,719","1,391",328
VIRGINIA-Metropolitan Counties,Fauquier,127,110,17
VIRGINIA-Metropolitan Counties,Fluvanna,39,27,12
VIRGINIA-Metropolitan Counties,Franklin,91,73,18
VIRGINIA-Metropolitan Counties,Frederick,124,107,17
VIRGINIA-Metropolitan Counties,Giles,33,23,10
VIRGINIA-Metropolitan Counties,Gloucester,58,48,10
VIRGINIA-Metropolitan Counties,Goochland,39,29,10
VIRGINIA-Metropolitan Counties,Greene,36,22,14
VIRGINIA-Metropolitan Counties,Hanover,223,205,18
VIRGINIA-Metropolitan Counties,Henrico County Police Department,744,568,176
VIRGINIA-Metropolitan Counties,Isle of Wight,45,38,7
VIRGINIA-Metropolitan Counties,James City County Police Department,97,92,5
VIRGINIA-Metropolitan Counties,King and Queen,20,13,7
VIRGINIA-Metropolitan Counties,King William,33,21,12
VIRGINIA-Metropolitan Counties,Loudoun,636,531,105
VIRGINIA-Metropolitan Counties,Louisa,61,48,13
VIRGINIA-Metropolitan Counties,Mathews,20,11,9
VIRGINIA-Metropolitan Counties,Montgomery,117,101,16
VIRGINIA-Metropolitan Counties,Nelson,21,15,6
VIRGINIA-Metropolitan Counties,New Kent,43,32,11
VIRGINIA-Metropolitan Counties,Pittsylvania,131,113,18
VIRGINIA-Metropolitan Counties,Powhatan,58,41,17
VIRGINIA-Metropolitan Counties,Prince George County Police Department,73,52,21
VIRGINIA-Metropolitan Counties,Prince William County Police Department,699,569,130
VIRGINIA-Metropolitan Counties,Pulaski,52,42,10
VIRGINIA-Metropolitan Counties,Roanoke County Police Department,139,127,12
VIRGINIA-Metropolitan Counties,Rockingham,69,55,14
VIRGINIA-Metropolitan Counties,Scott,34,26,8
VIRGINIA-Metropolitan Counties,Spotsylvania,201,159,42
VIRGINIA-Metropolitan Counties,Stafford,214,152,62
VIRGINIA-Metropolitan Counties,Surry,22,13,9
VIRGINIA-Metropolitan Counties,Sussex,42,37,5
VIRGINIA-Metropolitan Counties,Warren,93,46,47
VIRGINIA-Metropolitan Counties,Washington,72,52,20
VIRGINIA-Metropolitan Counties,York,93,87,6
VIRGINIA-Nonmetropolitan Counties,Accomack,67,55,12
VIRGINIA-Nonmetropolitan Counties,Alleghany,62,43,19
VIRGINIA-Nonmetropolitan Counties,Augusta,77,66,11
VIRGINIA-Nonmetropolitan Counties,Bath,17,17,0
VIRGINIA-Nonmetropolitan Counties,Bland,17,11,6
VIRGINIA-Nonmetropolitan Counties,Brunswick,33,19,14
VIRGINIA-Nonmetropolitan Counties,Buchanan,47,33,14
VIRGINIA-Nonmetropolitan Counties,Buckingham,28,20,8
VIRGINIA-Nonmetropolitan Counties,Carroll,33,28,5
VIRGINIA-Nonmetropolitan Counties,Charlotte,32,30,2
VIRGINIA-Nonmetropolitan Counties,Culpeper,91,74,17
VIRGINIA-Nonmetropolitan Counties,Dickenson,32,20,12
VIRGINIA-Nonmetropolitan Counties,Essex,19,12,7
VIRGINIA-Nonmetropolitan Counties,Floyd,28,18,10
VIRGINIA-Nonmetropolitan Counties,Grayson,29,23,6
VIRGINIA-Nonmetropolitan Counties,Greensville,34,20,14
VIRGINIA-Nonmetropolitan Counties,Halifax,37,34,3
VIRGINIA-Nonmetropolitan Counties,Henry,127,114,13
VIRGINIA-Nonmetropolitan Counties,Highland,11,7,4
VIRGINIA-Nonmetropolitan Counties,King George,42,28,14
VIRGINIA-Nonmetropolitan Counties,Lancaster,35,29,6
VIRGINIA-Nonmetropolitan Counties,Lee,34,34,0
VIRGINIA-Nonmetropolitan Counties,Lunenburg,21,14,7
VIRGINIA-Nonmetropolitan Counties,Madison,30,17,13
VIRGINIA-Nonmetropolitan Counties,Mecklenburg,91,51,40
VIRGINIA-Nonmetropolitan Counties,Middlesex,21,16,5
VIRGINIA-Nonmetropolitan Counties,Northampton,81,64,17
VIRGINIA-Nonmetropolitan Counties,Northumberland,26,15,11
VIRGINIA-Nonmetropolitan Counties,Nottoway,24,13,11
VIRGINIA-Nonmetropolitan Counties,Orange,44,36,8
VIRGINIA-Nonmetropolitan Counties,Page,64,48,16
VIRGINIA-Nonmetropolitan Counties,Patrick,38,24,14
VIRGINIA-Nonmetropolitan Counties,Prince Edward,30,23,7
VIRGINIA-Nonmetropolitan Counties,Rappahannock,27,26,1
VIRGINIA-Nonmetropolitan Counties,Richmond,20,12,8
VIRGINIA-Nonmetropolitan Counties,Rockbridge,37,30,7
VIRGINIA-Nonmetropolitan Counties,Russell,49,34,15
VIRGINIA-Nonmetropolitan Counties,Shenandoah,77,68,9
VIRGINIA-Nonmetropolitan Counties,Smyth,41,41,0
VIRGINIA-Nonmetropolitan Counties,Southampton,74,62,12
VIRGINIA-Nonmetropolitan Counties,Tazewell,61,44,17
VIRGINIA-Nonmetropolitan Counties,Westmoreland,31,21,10
VIRGINIA-Nonmetropolitan Counties,Wise,61,47,14
VIRGINIA-Nonmetropolitan Counties,Wythe,46,39,7
WASHINGTON-Metropolitan Counties,Asotin,14,12,2
WASHINGTON-Metropolitan Counties,Benton,71,60,11
WASHINGTON-Metropolitan Counties,Chelan,64,53,11
WASHINGTON-Metropolitan Counties,Clark,210,132,78
WASHINGTON-Metropolitan Counties,Cowlitz,53,43,10
WASHINGTON-Metropolitan Counties,Douglas,34,27,7
WASHINGTON-Metropolitan Counties,Franklin,27,25,2
WASHINGTON-Metropolitan Counties,King,343,241,102
WASHINGTON-Metropolitan Counties,Kitsap,145,115,30
WASHINGTON-Metropolitan Counties,Pierce,361,300,61
WASHINGTON-Metropolitan Counties,Skagit,92,48,44
WASHINGTON-Metropolitan Counties,Skamania,26,22,4
WASHINGTON-Metropolitan Counties,Snohomish,331,263,68
WASHINGTON-Metropolitan Counties,Spokane,179,124,55
WASHINGTON-Metropolitan Counties,Thurston,102,82,20
WASHINGTON-Metropolitan Counties,Whatcom,104,85,19
WASHINGTON-Metropolitan Counties,Yakima,88,56,32
WASHINGTON-Nonmetropolitan Counties,Adams,27,17,10
WASHINGTON-Nonmetropolitan Counties,Clallam,43,35,8
WASHINGTON-Nonmetropolitan Counties,Columbia,9,8,1
WASHINGTON-Nonmetropolitan Counties,Ferry,22,7,15
WASHINGTON-Nonmetropolitan Counties,Garfield,15,7,8
WASHINGTON-Nonmetropolitan Counties,Grant,61,47,14
WASHINGTON-Nonmetropolitan Counties,Grays Harbor,77,39,38
WASHINGTON-Nonmetropolitan Counties,Island,57,33,24
WASHINGTON-Nonmetropolitan Counties,Jefferson,44,23,21
WASHINGTON-Nonmetropolitan Counties,Kittitas,65,34,31
WASHINGTON-Nonmetropolitan Counties,Klickitat,48,19,29
WASHINGTON-Nonmetropolitan Counties,Lewis,56,39,17
WASHINGTON-Nonmetropolitan Counties,Lincoln,23,12,11
WASHINGTON-Nonmetropolitan Counties,Mason,62,47,15
WASHINGTON-Nonmetropolitan Counties,Okanogan,34,29,5
WASHINGTON-Nonmetropolitan Counties,Pacific,45,18,27
WASHINGTON-Nonmetropolitan Counties,Pend Oreille,19,16,3
WASHINGTON-Nonmetropolitan Counties,San Juan,35,20,15
WASHINGTON-Nonmetropolitan Counties,Stevens,31,26,5
WASHINGTON-Nonmetropolitan Counties,Wahkiakum,16,7,9
WASHINGTON-Nonmetropolitan Counties,Walla Walla,30,25,5
WASHINGTON-Nonmetropolitan Counties,Whitman,22,18,4
WEST VIRGINIA-Metropolitan Counties,Berkeley,79,56,23
WEST VIRGINIA-Metropolitan Counties,Boone,28,22,6
WEST VIRGINIA-Metropolitan Counties,Brooke,29,17,12
WEST VIRGINIA-Metropolitan Counties,Cabell,51,44,7
WEST VIRGINIA-Metropolitan Counties,Clay,11,6,5
WEST VIRGINIA-Metropolitan Counties,Hampshire,19,16,3
WEST VIRGINIA-Metropolitan Counties,Hancock,36,26,10
WEST VIRGINIA-Metropolitan Counties,Jefferson,32,26,6
WEST VIRGINIA-Metropolitan Counties,Kanawha,131,102,29
WEST VIRGINIA-Metropolitan Counties,Lincoln,7,6,1
WEST VIRGINIA-Metropolitan Counties,Marshall,29,26,3
WEST VIRGINIA-Metropolitan Counties,Mineral,15,13,2
WEST VIRGINIA-Metropolitan Counties,Monongalia,63,36,27
WEST VIRGINIA-Metropolitan Counties,Morgan,12,11,1
WEST VIRGINIA-Metropolitan Counties,Ohio,29,28,1
WEST VIRGINIA-Metropolitan Counties,Pleasants,7,6,1
WEST VIRGINIA-Metropolitan Counties,Preston,26,15,11
WEST VIRGINIA-Metropolitan Counties,Putnam,51,40,11
WEST VIRGINIA-Metropolitan Counties,Wayne,24,21,3
WEST VIRGINIA-Metropolitan Counties,Wirt,3,3,0
WEST VIRGINIA-Metropolitan Counties,Wood,68,38,30
WEST VIRGINIA-Nonmetropolitan Counties,Barbour,7,7,0
WEST VIRGINIA-Nonmetropolitan Counties,Braxton,11,9,2
WEST VIRGINIA-Nonmetropolitan Counties,Calhoun,3,3,0
WEST VIRGINIA-Nonmetropolitan Counties,Doddridge,6,6,0
WEST VIRGINIA-Nonmetropolitan Counties,Fayette,35,30,5
WEST VIRGINIA-Nonmetropolitan Counties,Gilmer,7,4,3
WEST VIRGINIA-Nonmetropolitan Counties,Grant,11,8,3
WEST VIRGINIA-Nonmetropolitan Counties,Greenbrier,33,28,5
WEST VIRGINIA-Nonmetropolitan Counties,Hardy,11,9,2
WEST VIRGINIA-Nonmetropolitan Counties,Harrison,37,35,2
WEST VIRGINIA-Nonmetropolitan Counties,Jackson,23,15,8
WEST VIRGINIA-Nonmetropolitan Counties,Lewis,18,14,4
WEST VIRGINIA-Nonmetropolitan Counties,Logan,25,18,7
WEST VIRGINIA-Nonmetropolitan Counties,Marion,44,33,11
WEST VIRGINIA-Nonmetropolitan Counties,Mason,25,17,8
WEST VIRGINIA-Nonmetropolitan Counties,McDowell,16,15,1
WEST VIRGINIA-Nonmetropolitan Counties,Mercer,30,26,4
WEST VIRGINIA-Nonmetropolitan Counties,Mingo,23,20,3
WEST VIRGINIA-Nonmetropolitan Counties,Monroe,8,8,0
WEST VIRGINIA-Nonmetropolitan Counties,Nicholas,27,23,4
WEST VIRGINIA-Nonmetropolitan Counties,Pendleton,3,3,0
WEST VIRGINIA-Nonmetropolitan Counties,Pocahontas,14,8,6
WEST VIRGINIA-Nonmetropolitan Counties,Raleigh,66,45,21
WEST VIRGINIA-Nonmetropolitan Counties,Randolph,14,11,3
